CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",5679564
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",29243402
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",39986982
49420,"Yakima, WA (Metropolitan Statistical Area)",8473518
49620,"York-Hanover, PA (Metropolitan Statistical Area)",18621762
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",19694245
49700,"Yuba City, CA (Metropolitan Statistical Area)",6003713
49740,"Yuma, AZ (Metropolitan Statistical Area)",6628188

Legend/Footnotes
"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002."
"* Virginia combination areas consist of one or two independent cities with 1980 populations of less than 100,000 combined with an adjacent county. The county name appears first, followed by the city name(s). Separate estimates for the jurisdictions making up the combination area are not available. Bedford County, VA includes the independent city of Bedford for all years."
"  Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020."
"  Last updated: December 8, 2022 -- new statistics for 2021, revised statistics for 2017-2020."
